The	0
has	0
an	0
occasional	0
alcohol	0
The	0
patient	0
denies	0
smoking	0
and	0
drinking	0
She	0
has	0
no	0
tobacco	0
use	0
She	0
has	0
rare	0
alcohol	0
use	0
No	0
illicit	0
drug	0
use	0
Nonsmoker	0
Does	0
not	0
consume	0
alcohol	0
No	0
history	0
of	0
recreational	0
drug	0
use	0
She	0
does	0
not	0
smoke	0
cigarettes	0
and	0
drinks	0
alcohol	0
only	0
occasionally	0
The	0
patient	0
used	0
to	0
smoke	0
cigarettes	0
for	0
about	0
20	0
years	0
one-half	Amount
pack	Amount
a	0
day	0
She	0
rarely	0
drinks	0
any	0
alcohol-containing	0
beverages	0
He	0
does	0
not	0
smoke	0
Drinks	0
occasionally	0
Denies	0
use	0
of	0
tobacco	0
alcohol	0
and	0
illicit	0
drugs	0
The	0
patient	0
denies	0
any	0
alcohol	0
IV	0
drug	0
abuse	Amount
tobacco	0
or	0
any	0
recreational	0
drugs	0
The	0
patient	0
denies	0
ever	0
having	0
smoked	0
denies	0
any	0
significant	Amount
alcohol	0
use	0
and	0
lives	0
with	0
her	0
daughter	0
in	0
Pasadena	0
No	0
tobacco	0
or	0
alcohol	0
Denies	0
any	0
tobacco	0
or	0
alcohol	0
use	0
She	0
does	0
not	0
smoke	0
She	0
takes	0
one	Amount
glass	Amount
of	Amount
wine	Amount
per	0
day	0
She	0
does	0
occasionally	0
smoke	0
and	0
has	0
been	0
trying	0
to	0
quit	0
recently	0
She	0
drinks	0
about	0
once	0
a	0
week	0
AND	0
ALCOHOL	0
It	0
is	0
unknown	0
with	0
the	0
exception	0
of	0
nicotine	0
use	0
He	0
has	0
about	0
a	0
30-pack-a-year	Amount
history	0
of	0
smoking	0
He	0
used	0
to	0
drink	0
alcohol	0
heavily	Amount
and	0
has	0
a	0
history	0
of	0
getting	0
a	0
DUI	0
about	0
a	0
year-and-half	0
ago	0
resulting	0
in	0
him	0
having	0
his	0
truck-driving	0
license	0
revoked	0
She	0
does	0
not	0
smoke	0
or	0
drink	0
alcohol	0
currently	0
He	0
denies	0
tobacco	0
use	0
He	0
drinks	0
alcohol	0
occasionally	0
with	0
up	Amount
to	Amount
three	Amount
drinks	Amount
a	0
week	0
No	0
history	0
of	0
drug	0
abuse	Amount
Alcohol	0
drinking	0
history	0
quit	0
smoking	0
about	0
30	0
years	0
ago	0
She	0
did	0
not	0
smoke	0
drink	0
alcohol	0
or	0
use	0
illicit	0
drugs	0
during	0
pregnancy	0
The	0
patient	0
apparently	0
has	0
a	0
history	0
of	0
methamphetamine	0
use	0
and	0
cocaine	0
use	0
approximately	0
1	0
year	0
ago	0
He	0
also	0
has	0
a	0
history	0
of	0
marijuana	0
used	0
approximately	0
1	0
year	0
ago	0
He	0
has	0
previously	0
smoked	0
about	0
two	0
packs	0
of	0
cigarettes	0
daily	0
for	0
20	0
years	0
but	0
quit	0
about	0
20	0
years	0
ago	0
He	0
denies	0
alcohol	0
or	0
illicit	0
drug	0
use	0
She	0
is	0
a	0
nonsmoker	0
The	0
patient	0
is	0
a	0
life	0
long	0
nonsmoker	0
She	0
only	0
drinks	0
socially	0
one	Amount
to	Amount
two	Amount
drinks	Amount
a	0
month	0
The	0
patient	0
stopped	0
smoking	0
27	0
years	0
ago	0
he	0
smoked	0
approximately	0
two	0
packs	0
a	0
day	0
with	0
combined	0
cigarettes	0
and	0
cigars	0
He	0
hardly	0
ever	0
uses	0
alcohol	0
She	0
does	0
not	0
smoke	0
and	0
does	0
not	0
drink	0
alcohol	0
He	0
is	0
a	0
nonsmoker	0
He	0
occasionally	0
has	0
a	0
beer	0
Does	0
not	0
smoke	0
drink	0
or	0
utilize	0
any	0
illicit	0
substances	0
She	0
does	0
not	0
report	0
any	0
significant	0
alcohol	0
or	0
illicit	0
drug	0
use	0
She	0
does	0
not	0
smoke	0
cigarettes	0
abuse	Amount
alcohol	0
no	0
use	0
of	0
illicit	0
drugs	0
Social	0
History	0
No	0
tobacco	0
use	0
occasional	0
EtOH	0
no	0
known	0
drug	0
use	0
works	0
as	0
a	0
real	0
estate	0
agent	0
She	0
is	0
not	0
an	0
alcohol	0
or	0
tobacco	0
user	0
Patient	0
denies	0
smoking	0
alcohol	0
abuse	Amount
illicit	0
drug	0
use	0
and	0
STDs	0
Denies	0
tobacco	0
or	0
alcohol	0
use	0
The	0
injured	0
worker	0
denies	0
tobacco	0
or	0
alcohol	0
consumption	0
No	0
tobacco	0
alcohol	0
or	0
IV	0
drug	0
use	0
The	0
patient	0
is	0
a	0
nonsmoker	0
Patient	0
admits	0
tobacco	0
use	0
She	0
relates	0
a	0
smoking	0
history	0
of	0
40	0
pack	0
years	0
He	0
drinks	0
alcohol	0
ten	Amount
to	Amount
twelve	Amount
drinks	Amount
a	0
week	0
but	0
does	0
not	0
drink	0
five	0
days	0
a	0
week	0
and	0
then	0
will	0
binge	0
drink	0
He	0
smokes	0
one	0
and	0
a	0
half	0
pack	0
a	0
day	0
for	0
15	0
years	0
but	0
he	0
has	0
recently	0
stopped	0
smoking	0
for	0
the	0
past	0
two	0
weeks	0
Mr	0
T	0
stated	0
he	0
used	0
alcohol	0
following	0
his	0
divorce	0
in	0
1993	0
but	0
has	0
not	0
used	0
it	0
for	0
the	0
last	0
two	0
years	0
No	0
other	0
substance	0
abuse	Amount
was	0
noted	0
The	0
patient	0
denies	0
alcohol	0
consumption	0
He	0
does	0
smoke	0
approximately	0
one	Amount
and	Amount
a	Amount
half	Amount
packs	Amount
of	Amount
cigarettes	Amount
per	0
day	0
Active	0
smoker	0
Does	0
not	0
consume	0
alcohol	0
No	0
history	0
of	0
recreational	0
drug	0
use	0
She	0
does	0
not	0
use	0
drugs	0
alcohol	0
or	0
smoke	0
and	0
denies	0
sexual	0
activity	0
She	0
smokes	0
a	0
half	Amount
a	Amount
pack	Amount
of	0
cigarettes	0
per	0
day	0
for	0
more	0
than	0
35	0
years	0
She	0
does	0
not	0
consume	0
alcohol	0
She	0
does	0
not	0
smoke	0
drink	0
or	0
use	0
intravenous	0
drugs	0
PERSONAL	0
Married	0
ex-smoker	0
and	0
does	0
not	0
consume	0
alcohol	0
No	0
history	0
of	0
recreational	0
drug	0
use	0
The	0
patient	0
denies	0
a	0
history	0
of	0
smoking	0
drinking	0
or	0
intravenous	0
drug	0
use	0
Denies	0
using	0
caffeinated	0
beverages	0
alcohol	0
or	0
the	0
use	0
of	0
any	0
tobacco	0
products	0
He	0
is	0
a	0
non-cigarette	0
smoker	0
and	0
non-ETOH	0
user	0
She	0
used	0
to	0
be	0
a	0
smoker	0
not	0
anymore	0
She	0
drinks	0
2	Amount
to	Amount
3	Amount
glasses	Amount
of	Amount
wine	Amount
per	0
week	0
No	0
tobacco	0
alcohol	0
or	0
drug	0
abuse	Amount
She	0
drinks	0
on	0
a	0
weekly	0
basis	0
and	0
she	0
smokes	0
Patient	0
is	0
married	0
and	0
is	0
a	0
nonsmoker	0
and	0
lives	0
with	0
his	0
wife	0
who	0
is	0
here	0
with	0
him	0
She	0
is	0
a	0
lifetime	0
nonsmoker	0
nondrinker	0
She	0
is	0
an	0
ex-smoker	0
quit	0
smoking	0
about	0
five	0
years	0
ago	0
She	0
occasionally	0
drinks	0
a	Amount
glass	Amount
of	0
wine	0
She	0
denies	0
any	0
other	0
recreational	0
drugs	0
use	0
He	0
does	0
admit	0
to	0
one	Amount
half	Amount
pack	Amount
of	Amount
cigarette	Amount
consumption	0
per	0
day	0
He	0
denies	0
any	0
alcohol	0
consumption	0
Smokes	0
none	0
Alcohol	0
none	0
PERSONAL	0
AND	0
He	0
smoked	0
2	Amount
to	Amount
3	Amount
packets	Amount
per	0
day	0
for	0
at	0
least	0
last	0
10	0
years	0
Occasional	0
alcohol	0
use	0
Denies	0
any	0
smoking	0
or	0
alcohol	0
The	0
patient	0
is	0
a	0
nonsmoker	0
He	0
denies	0
use	0
of	0
alcohol	0
She	0
denies	0
tobacco	0
at	0
this	0
time	0
though	0
she	0
was	0
a	0
previous	0
smoker	0
stopped	0
four	0
years	0
ago	0
and	0
she	0
denies	0
alcohol	0
use	0
Negative	0
for	0
smoking	0
and	0
drinking	0
No	0
known	0
history	0
of	0
drug	0
or	0
alcohol	0
abuse	Amount
He	0
has	0
about	0
ten	Amount
drinks	Amount
a	0
year	0
He	0
had	0
smoked	0
significantly	0
up	0
until	0
several	0
months	0
ago	0
The	0
patient	0
does	0
not	0
smoke	0
nor	0
drink	0
alcohol	0
Does	0
not	0
smoke	0
or	0
drink	0
He	0
denies	0
alcohol	0
tobacco	0
or	0
illicit	0
drug	0
use	0
No	0
known	0
history	0
of	0
drug	0
or	0
alcohol	0
abuse	Amount
Denies	0
any	0
tobacco	0
or	0
alcohol	0
use	0
The	0
patient	0
has	0
history	0
of	0
tobacco	0
abuse	Amount
as	0
well	0
as	0
multiple	0
illicit	0
drug	0
abuse	Amount
Patient	0
denies	0
alcohol	0
use	0
Patient	0
denies	0
illegal	0
drug	0
use	0
Patient	0
denies	0
tobacco	0
use	0
He	0
does	0
have	0
smoking	0
history	0
as	0
about	0
a	0
thirteen	0
and	0
a	0
half	0
pack	0
year	0
history	0
of	0
smoking	0
currently	0
smoking	0
about	0
a	Amount
quarter	Amount
of	Amount
a	Amount
pack	Amount
per	0
day	0
He	0
does	0
not	0
use	0
alcohol	0
or	0
illicit	0
drugs	0
He	0
quit	0
smoking	0
6	0
years	0
ago	0
but	0
dips	0
(smokeless)	0
tobacco	0
No	0
history	0
of	0
any	0
smoking	0
alcohol	0
or	0
drug	0
abuse	Amount
She	0
does	0
not	0
smoke	0
use	0
alcohol	0
or	0
use	0
illicit	0
drugs	0
He	0
was	0
a	0
social	Amount
drinker	0
in	0
the	0
past	0
but	0
quit	0
altogether	0
two	0
years	0
ago	0
He	0
never	0
used	0
tobacco	0
products	0
or	0
illicit/intravenous	0
drugs	0
Significant	0
for	0
about	0
a	0
20-pack-year	0
tobacco	0
use	0
quit	0
in	0
1991	0
No	0
ethanol	0
use	0
or	0
illicit	0
drug	0
use	0
Remarkable	0
for	0
being	0
married	0
retired	0
quit	0
smoking	0
in	0
1997	0
rare	0
use	0
of	0
alcohol	0
lives	0
locally	0
with	0
his	0
wife	0
He	0
smokes	0
and	0
drinks	0
occasionally	0
and	0
denies	0
any	0
history	0
of	0
IV	0
drug	0
use	0
She	0
is	0
a	0
nonsmoker	0
She	0
occasionally	0
has	0
a	0
drink	0
every	0
few	0
weeks	0
PERSONAL	0
He	0
is	0
married	0
nonsmoker	0
does	0
not	0
consume	0
alcohol	0
and	0
no	0
history	0
of	0
recreational	0
drug	0
use	0
Denies	0
the	0
use	0
of	0
alcohol	0
or	0
tobacco	0
No	0
smoking	0
alcohol	0
or	0
drug	0
abuse	Amount
The	0
patient	0
does	0
not	0
smoke	0
nor	0
drink	0
alcohol	0
Patient	0
denies	0
alcohol	0
use	0
Patient	0
denies	0
illegal	0
drug	0
use	0
Patient	0
denies	0
STD	0
history	0
Patient	0
denies	0
tobacco	0
use	0
She	0
uses	0
no	0
ethanol	0
no	0
tobacco	0
and	0
no	0
illicits	0
PERSONAL	0
She	0
is	0
a	0
nonsmoker	0
Does	0
not	0
consume	0
alcohol	0
No	0
history	0
of	0
recreational	0
drug	0
use	0
USE	0
The	0
patient	0
reported	0
that	0
she	0
rarely	0
drinks	0
alcohol	0
and	0
she	0
denied	0
smoking	0
or	0
using	0
illicit	0
drugs	0
Abuse	0
of	0
drugs	0
or	0
alcohol	0
were	0
denied	0
She	0
does	0
not	0
smoke	0
She	0
drinks	0
wine	0
a	Amount
few	Amount
drinks	Amount
a	0
month	0
The	0
patient	0
quit	0
smoking	0
17	0
years	0
ago	0
prior	0
to	0
that	0
had	0
smoked	0
one	0
pack	0
per	0
day	0
for	0
44	0
years	0
Denies	0
any	0
alcohol	0
use	0
Denies	0
any	0
IV	0
drug	0
use	0
The	0
patient	0
has	0
a	0
25-year-smoking	0
history	0
which	0
I	0
believe	0
is	0
quite	Amount
heavy	Amount
and	0
he	0
has	0
a	0
significant	Amount
alcohol	0
use	0
in	0
the	0
past	0
Denies	0
any	0
tobacco	0
alcohol	0
or	0
illicit	0
drug	0
use	0
of	0
any	0
kind	0
Smoking	0
history	0
Smoked	0
1	Amount
PPD	Amount
quit	0
12	0
years	0
ago	0
and	0
after	0
smoking	0
for	0
30	0
years	0
Alcohol	0
history	0
Drinks	0
socially	Amount
Denies	0
any	0
history	0
of	0
drug	0
abuse	Amount
She	0
is	0
a	0
nonsmoker	0
and	0
nondrinker	0
Social	0
History	0
He	0
was	0
unemployed	0
and	0
denied	0
any	0
alcohol	0
or	0
drug	0
use	0
He	0
was	0
a	0
prior	0
�mild�	0
smoker	0
but	0
quit	0
10	0
years	0
previous	0
He	0
continues	0
to	0
smoke	0
one	Amount
pack	Amount
of	0
cigarettes	0
daily	0
as	0
he	0
has	0
for	0
the	0
past	0
28	0
years	0
He	0
denies	0
any	0
alcohol	0
or	0
illicit	0
substances	0
He	0
is	0
not	0
a	0
smoker	0
He	0
does	0
drink	0
six	Amount
beers	Amount
a	0
day	0
No	0
tobacco	0
alcohol	0
or	0
illicit	0
drug	0
use	0
He	0
smokes	0
one	Amount
pack	Amount
of	Amount
cigarettes	Amount
per	0
day	0
He	0
is	0
a	0
social	Amount
drinker	0
HEALTH-RELATED	0
BEHAVIORS	0
AF	0
reports	0
that	0
he	0
smokes	0
1	Amount
to	Amount
2	Amount
cigarettes	Amount
per	0
day	0
and	0
drinks	0
40	Amount
ounces	Amount
of	Amount
beer	Amount
per	0
day	0
She	0
does	0
smoke	0
cigarettes	0
one	Amount
pack	Amount
per	0
day	0
for	0
the	0
last	0
20	0
years	0
She	0
consumes	0
alcohol	0
3	Amount
to	Amount
5	Amount
drinks	Amount
daily	0
She	0
uses	0
no	0
illicit	0
drugs	0
Does	0
not	0
smoke	0
but	0
drinks	0
occasionally	0
for	0
the	0
last	0
five	0
years	0
PERSONAL	0
Used	0
to	0
smoke	0
and	0
drink	0
alcohol	0
but	0
at	0
present	0
does	0
not	0
Denies	0
tobacco	0
or	0
alcohol	0
use	0
She	0
does	0
not	0
drink	0
or	0
smoke	0
She	0
is	0
a	0
nondrinker	0
and	0
nonsmoker	0
and	0
currently	0
lives	0
at	0
the	0
skilled	0
nursing	0
facility	0
She	0
does	0
not	0
smoke	0
cigarettes	0
abuse	Amount
alcohol	0
nor	0
use	0
any	0
illicit	0
drugs	0
Denies	0
alcohol	0
or	0
drugs	0
Smokes	0
2	Amount
packs	Amount
of	Amount
cigarettes	Amount
per	0
day	0
He	0
is	0
a	0
tobacco	0
user	0
He	0
does	0
not	0
drink	0
History	0
of	0
alcohol	0
use	0
in	0
the	0
past	0
She	0
has	0
no	0
history	0
of	0
alcohol	0
use	0
He	0
denies	0
cigarettes	0
smoking	0
or	0
alcohol	0
intake	0
She	0
drinks	0
alcohol	0
occasionally	0
She	0
is	0
a	0
nonsmoker	0
nondrinker	0
