She	0
not	0
smoke	0
nor	0
drink	0
alcohol	0
She	0
did	0
not	0
smoke	0
drink	0
alcohol	0
or	0
use	0
illicit	0
drugs	0
during	0
pregnancy	0
No	0
smoking	0
or	0
significant	0
alcohol	0
intake	0
SOCIAL	0
HISTORY	0
The	0
patient	0
does	0
not	0
smoke	0
or	0
take	0
any	0
drinks	0
SOCIAL	0
HISTORY	0
He	0
is	0
a	0
nonsmoker	0
He	0
occasionally	Frequency
has	0
a	0
beer	0
SOCIAL	0
HISTORY	0
No	0
history	0
of	0
smoking	0
alcohol	0
or	0
drug	0
use	0
SOCIAL	0
HISTORY	0
He	0
is	0
a	0
non-cigarette	0
smoker	0
He	0
has	0
occasional	Frequency
glass	0
of	0
wine	0
A	0
76-year-old	0
who	0
used	0
to	0
smoke	0
a	0
pack	0
a	0
day	0
and	0
quit	0
in	0
1985	0
She	0
uses	0
no	0
ethanol	0
no	0
tobacco	0
and	0
no	0
illicits	0
She	0
is	0
a	0
lifelong	0
nonsmoker	0
and	0
nondrinker	0
She	0
smokes	0
a	0
half	0
pack	0
a	Frequency
day	Frequency
She	0
denies	0
alcohol	0
and	0
drug	0
use	0
SOCIAL	0
HISTORY	0
She	0
does	0
not	0
smoke	0
cigarettes	0
and	0
drinks	0
alcohol	0
only	Frequency
occasionally	Frequency
He	0
smokes	0
1	0
pack	0
a	Frequency
day	Frequency
of	0
Newport	0
for	0
30	0
years	0
and	0
is	0
a	0
social	0
drinker	0
He	0
denies	0
any	0
illicit	0
drug	0
use	0
SUBSTANCE	0
HISTORY	0
The	0
patient	0
has	0
been	0
sober	0
for	0
five	0
years	0
She	0
drank	0
one	0
bottle	0
of	0
wine	0
per	Frequency
day	Frequency
as	0
per	0
HPI	0
The	0
patient	0
experimented	0
with	0
amphetamines	0
cocaine	0
marijuana	0
approximately	0
16	0
years	0
ago	0
SOCIAL	0
HISTORY	0
She	0
is	0
a	0
nonsmoker	0
SOCIAL	0
HISTORY	0
She	0
is	0
a	0
nonsmoker	0
She	0
occasionally	0
has	0
a	0
drink	0
every	Frequency
few	Frequency
weeks	Frequency
SOCIAL	0
HISTORY	0
He	0
denies	0
tobacco	0
or	0
alcohol	0
SOCIAL	0
HISTORY	0
The	0
patient	0
stopped	0
smoking	0
27	0
years	0
ago	0
he	0
smoked	0
approximately	0
two	0
packs	0
a	0
day	0
with	0
combined	0
cigarettes	0
and	0
cigars	0
He	0
has	0
not	0
smoked	0
for	0
the	0
past	0
27	0
years	0
He	0
hardly	Frequency
ever	Frequency
uses	0
alcohol	0
He	0
smokes	0
two	0
packs	0
a	Frequency
day	Frequency
and	0
he	0
has	0
two	0
beers	0
a	Frequency
day	Frequency
he	0
says	0
but	0
not	0
consuming	0
illegal	0
drugs	0
SOCIAL	0
HISTORY	0
He	0
quit	0
smoking	0
in	0
1968	0
Denies	0
any	0
tobacco	0
or	0
alcohol	0
use	0
SOCIAL	0
HISTORY	0
Significant	0
for	0
about	0
a	0
20-pack-year	0
tobacco	0
use	0
quit	0
in	0
1991	0
No	0
ethanol	0
use	0
or	0
illicit	0
drug	0
use	0
SOCIAL	0
HISTORY	0
She	0
does	0
not	0
smoke	0
cigarettes	0
abuse	0
alcohol	0
nor	0
use	0
any	0
illicit	0
drugs	0
SOCIAL	0
HISTORY	0
The	0
patient	0
does	0
not	0
smoke	0
She	0
does	0
have	0
an	0
occasional	Frequency
alcoholic	0
beverage	0
SOCIAL	0
HISTORY	0
The	0
patient	0
is	0
a	0
nonsmoker	0
He	0
denies	0
use	0
of	0
alcohol	0
She	0
does	0
not	0
smoke	0
use	0
alcohol	0
or	0
use	0
illicit	0
drugs	0
SOCIAL	0
HISTORY	0
Active	0
smoker	0
Does	0
not	0
consume	0
alcohol	0
No	0
history	0
of	0
recreational	0
drug	0
use	0
SOCIAL	0
HISTORY	0
She	0
does	0
not	0
smoke	0
and	0
she	0
does	0
not	0
drink	0
He	0
does	0
have	0
a	0
smoking	0
history	0
about	0
a	0
20	0
pack-year	0
history	0
and	0
he	0
reports	0
quitting	0
on	0
July	0
27	0
He	0
does	0
drink	0
alcohol	0
socially	0
No	0
use	0
of	0
illicit	0
drugs	0
PERSONAL	0
HISTORY	0
Married	0
active	0
smoker	0
does	0
not	0
consume	0
alcohol	0
No	0
history	0
of	0
recreational	0
drug	0
use	0
SOCIAL	0
HISTORY	0
Does	0
not	0
smoke	0
but	0
drinks	0
occasionally	Frequency
for	0
the	0
last	0
five	0
years	0
PERSONAL	0
HISTORY	0
She	0
is	0
married	0
nonsmoker	0
Does	0
not	0
consume	0
alcohol	0
No	0
history	0
of	0
recreational	0
drug	0
use	0
SUBSTANCE	0
USE	0
Ms	0
A	0
denied	0
drinking	0
alcohol	0
or	0
using	0
illicit	0
drugs	0
She	0
used	0
to	0
smoke	0
a	0
pack	0
of	0
cigarettes	0
per	Frequency
day	Frequency
but	0
quit	0
five	0
to	0
six	0
years	0
ago	0
He	0
does	0
not	0
smoke	0
drink	0
alcohol	0
or	0
consume	0
drugs	0
SOCIAL	0
HISTORY	0
No	0
history	0
of	0
any	0
smoking	0
alcohol	0
or	0
drug	0
abuse	0
She	0
is	0
a	0
lifetime	0
nonsmoker	0
social	0
alcohol	0
drinker	0
SOCIAL	0
HISTORY	0
He	0
smokes	0
one	0
pack	0
of	0
cigarettes	0
per	Frequency
day	Frequency
He	0
is	0
a	0
social	0
drinker	0
SOCIAL	0
HISTORY	0
The	0
patient	0
used	0
to	0
smoke	0
cigarettes	0
for	0
about	0
20	0
years	0
one-half	0
pack	0
a	Frequency
day	Frequency
She	0
rarely	Frequency
drinks	0
any	0
alcohol-containing	0
beverages	0
PERSONAL	0
HISTORY	0
She	0
is	0
a	0
nonsmoker	0
Does	0
not	0
consume	0
alcohol	0
No	0
history	0
of	0
recreational	0
drug	0
use	0
No	0
tobacco	0
alcohol	0
or	0
IV	0
drug	0
abuse	0
SOCIAL	0
HISTORY	0
He	0
smokes	0
one-and-one-half-packs	0
of	0
cigarettes	0
per	Frequency
day	Frequency
and	0
drinks	0
alcohol	0
at	0
least	0
several	Frequency
days	Frequency
per	Frequency
week	Frequency
No	0
history	0
of	0
alcohol	0
abuse	0
or	0
smoking	0
SOCIAL	0
HISTORY	0
Patient	0
denies	0
alcohol	0
use	0
Patient	0
denies	0
illegal	0
drug	0
use	0
Patient	0
denies	0
tobacco	0
use	0
He	0
does	0
not	0
smoke	0
drink	0
alcohol	0
or	0
consume	0
drugs	0
SOCIAL	0
HISTORY	0
Patient	0
admits	0
alcohol	0
use	0
Drinking	0
is	0
described	0
as	0
social	0
Patient	0
denies	0
tobacco	0
use	0
Patient	0
denies	0
illegal	0
drug	0
use	0
Patient	0
denies	0
STD	0
history	0
She	0
drinks	0
on	Frequency
a	Frequency
weekly	Frequency
basis	Frequency
and	0
she	0
smokes	0
about	0
two	0
packs	0
of	0
cigarettes	0
over	Frequency
a	Frequency
week's	Frequency
period	0
of	0
time	0
She	0
is	0
doing	0
this	0
for	0
about	0
35	0
years	0
SOCIAL	0
HISTORY	0
No	0
known	0
history	0
of	0
drug	0
or	0
alcohol	0
abuse	0
He	0
denies	0
any	0
history	0
of	0
alcohol	0
or	0
substance	0
abuse	0
He	0
smokes	0
and	0
drinks	0
occasionally	Frequency
and	0
denies	0
any	0
history	0
of	0
IV	0
drug	0
use	0
Of	0
note	0
she	0
does	0
not	0
drink	0
or	0
smoke	0
He	0
drinks	0
alcohol	0
ten	0
to	0
twelve	0
drinks	0
a	Frequency
week	Frequency
but	0
does	0
not	0
drink	0
five	0
days	0
a	0
week	0
and	0
then	0
will	0
binge	0
drink	0
He	0
smokes	0
one	0
and	0
a	0
half	0
pack	0
a	0
day	0
for	0
15	0
years	0
but	0
he	0
has	0
recently	0
stopped	0
smoking	0
for	0
the	0
past	0
two	0
weeks	0
Social	0
History	0
He	0
was	0
unemployed	0
and	0
denied	0
any	0
alcohol	0
or	0
drug	0
use	0
He	0
was	0
a	0
prior	0
�mild�	0
smoker	0
but	0
quit	0
10	0
years	0
previous	0
SOCIAL	0
HISTORY	0
He	0
has	0
about	0
a	0
30-pack-a-year	0
history	0
of	0
smoking	0
He	0
used	0
to	0
drink	0
alcohol	0
heavily	0
and	0
has	0
a	0
history	0
of	0
getting	0
a	0
DUI	0
about	0
a	0
year-and-half	0
ago	0
resulting	0
in	0
him	0
having	0
his	0
truck-driving	0
license	0
revoked	0
SOCIAL	0
HISTORY	0
Denies	0
tobacco	0
and	0
alcohol	0
use	0
She	0
endorses	0
marijuana	0
use	0
and	0
a	0
history	0
of	0
cocaine	0
use	0
five	0
years	0
ago	0
SOCIAL	0
HISTORY	0
The	0
injured	0
worker	0
denies	0
tobacco	0
or	0
alcohol	0
consumption	0
He	0
quit	0
smoking	0
6	0
years	0
ago	0
but	0
dips	0
(smokeless)	0
tobacco	0
He	0
drinks	0
4-8	0
beers	0
per	Frequency
night	Frequency
and	0
smokes	0
half	0
a	0
pack	0
per	Frequency
day	Frequency
for	0
30	0
years	0
She	0
drinks	0
alcohol	0
once	Frequency
a	Frequency
week	Frequency
She	0
does	0
not	0
smoke	0
SOCIAL	0
HISTORY	0
The	0
patient	0
denies	0
alcohol	0
consumption	0
He	0
does	0
smoke	0
approximately	0
one	0
and	0
a	0
half	0
packs	0
of	0
cigarettes	0
per	Frequency
day	Frequency
SOCIAL	0
HISTORY	0
He	0
does	0
not	0
smoke	0
or	0
drink	0
PERSONAL	0
HISTORY	0
She	0
is	0
a	0
nonsmoker	0
Does	0
not	0
consume	0
alcohol	0
No	0
history	0
of	0
recreational	0
drug	0
use	0
She	0
is	0
a	0
lifetime	0
nonsmoker	0
nondrinker	0
SOCIAL	0
HISTORY	0
Patient	0
denies	0
alcohol	0
use	0
Patient	0
denies	0
illegal	0
drug	0
use	0
Patient	0
denies	0
STD	0
history	0
Patient	0
denies	0
tobacco	0
use	0
SUBSTANCE	0
ABUSE	0
The	0
patient	0
was	0
actively	0
tox	0
screen	0
positive	0
for	0
benzodiazepines	0
cocaine	0
and	0
marijuana	0
SOCIAL	0
HISTORY	0
She	0
does	0
not	0
drink	0
or	0
smoke	0
SOCIAL	0
HISTORY	0
She	0
is	0
a	0
nondrinker	0
and	0
nonsmoker	0
and	0
currently	0
lives	0
at	0
the	0
skilled	0
nursing	0
facility	0
She	0
does	0
not	0
smoke	0
and	0
does	0
not	0
drink	0
and	0
has	0
never	0
done	0
either	0
She	0
does	0
not	0
smoke	0
drink	0
or	0
use	0
any	0
illicit	0
drugs	0
PERSONAL	0
HISTORY	0
She	0
is	0
a	0
nonsmoker	0
She	0
does	0
not	0
consume	0
alcohol	0
No	0
history	0
of	0
recreational	0
drug	0
use	0
SOCIAL	0
HISTORY	0
He	0
denies	0
tobacco	0
or	0
alcohol	0
SOCIAL	0
HISTORY	0
She	0
does	0
not	0
smoke	0
She	0
takes	0
one	0
glass	0
of	0
wine	0
per	Frequency
day	Frequency
SOCIAL	0
HISTORY	0
Patient	0
admits	0
caffeine	0
use	0
She	0
consumes	0
3-5	0
servings	0
per	0
day	0
Patient	0
admits	0
alcohol	0
use	0
Drinking	0
is	0
described	0
as	0
social	Frequency
Patient	0
admits	0
good	0
diet	0
habits	0
Patient	0
admits	0
exercising	0
regularly	0
Patient	0
denies	0
STD	0
history	0
He	0
does	0
have	0
smoking	0
history	0
as	0
about	0
a	0
thirteen	0
and	0
a	0
half	0
pack	0
year	0
history	0
of	0
smoking	0
currently	0
smoking	0
about	0
a	0
quarter	0
of	0
a	0
pack	0
per	Frequency
day	Frequency
He	0
does	0
not	0
use	0
alcohol	0
or	0
illicit	0
drugs	0
She	0
denies	0
tobacco	0
alcohol	0
and	0
illicit	0
drug	0
use	0
SOCIAL	0
HISTORY	0
He	0
is	0
a	0
non-cigarette	0
smoker	0
and	0
non-ETOH	0
user	0
SOCIAL	0
HISTORY	0
Denies	0
the	0
use	0
of	0
alcohol	0
or	0
tobacco	0
SOCIAL	0
HISTORY	0
Patient	0
denies	0
smoking	0
alcohol	0
abuse	0
illicit	0
drug	0
use	0
and	0
STDs	0
He	0
does	0
not	0
smoke	0
SOCIAL	0
HISTORY	0
The	0
patient	0
is	0
a	0
nonsmoker	0
and	0
does	0
not	0
use	0
illegal	0
drugs	0
Occasionally	Frequency
drinks	0
SUBSTANCE	0
AND	0
ALCOHOL	0
HISTORY	0
It	0
is	0
unknown	0
with	0
the	0
exception	0
of	0
nicotine	0
use	0
Smoking	0
history	0
Smoked	0
1	Frequency
PPD	Frequency
quit	0
5	0
years	0
ago	0
and	0
after	0
smoking	0
for	0
15	0
years	0
Alcohol	0
history	0
Drinks	0
socially	0
Denies	0
any	0
history	0
of	0
drug	0
abuse	0
Does	0
not	0
smoke	0
or	0
drink	0
PERSONAL	0
AND	0
SOCIAL	0
HISTORY	0
He	0
smoked	0
2	0
to	0
3	0
packets	0
per	Frequency
day	Frequency
for	0
at	0
least	0
last	0
10	0
years	0
He	0
quit	0
smoking	0
roughly	0
about	0
20	0
years	0
ago	0
Occasional	Frequency
alcohol	0
use	0
SOCIAL	0
HISTORY	0
No	0
known	0
history	0
of	0
drug	0
or	0
alcohol	0
abuse	0
SOCIAL	0
HISTORY	0
The	0
patient	0
is	0
a	0
non-smoker	0
No	0
alcohol	0
abuse	0
SOCIAL	0
HISTORY	0
She	0
does	0
not	0
drink	0
or	0
smoke	0
SOCIAL	0
HISTORY	0
Negative	0
for	0
smoking	0
and	0
drinking	0
SOCIAL	0
HISTORY	0
No	0
smoking	0
or	0
drinking	0
No	0
drugs	0
PERSONAL	0
HISTORY	0
He	0
is	0
an	0
ex-smoker	0
Does	0
not	0
consume	0
alcohol	0
She	0
does	0
smoke	0
cigarettes	0
one	0
pack	0
per	Frequency
day	Frequency
for	0
the	0
last	0
20	0
years	0
She	0
consumes	0
alcohol	0
3	0
to	0
5	0
drinks	0
daily	Frequency
She	0
uses	0
no	0
illicit	0
drugs	0
PERSONAL	0
HISTORY	0
She	0
is	0
a	0
nonsmoker	0
Does	0
not	0
consume	0
alcohol	0
No	0
history	0
of	0
recreational	0
drug	0
use	0
SOCIAL	0
HISTORY	0
The	0
patient	0
admits	0
to	0
heavy	0
alcohol	0
drinking	0
in	0
the	0
past	0
quit	0
several	0
years	0
ago	0
He	0
is	0
also	0
a	0
former	0
cigarette	0
smoker	0
quit	0
several	0
years	0
ago	0
The	0
patient	0
denies	0
a	0
history	0
of	0
smoking	0
drinking	0
or	0
intravenous	0
drug	0
use	0
HABITS	0
No	0
tobacco	0
or	0
alcohol	0
Chewed	0
until	0
2003	0
He	0
is	0
nonsmoker	0
nondrinker	0
SOCIAL	0
HISTORY	0
The	0
patient	0
does	0
not	0
smoke	0
She	0
quit	0
25	0
years	0
ago	0
She	0
drinks	0
one	0
beer	0
a	Frequency
day	Frequency
SOCIAL	0
HISTORY	0
No	0
smoking	0
alcohol	0
or	0
drug	0
abuse	0
He	0
smokes	0
one	0
pack	0
per	Frequency
day	Frequency
He	0
smoked	0
50	0
pack	0
years	0
and	0
had	0
no	0
intention	0
of	0
quitting	0
according	0
to	0
him	0
Denies	0
use	0
of	0
alcohol	0
tobacco	0
or	0
illicit	0
drugs	0
She	0
does	0
not	0
smoke	0
or	0
drink	0
alcohol	0
currently	0
She	0
does	0
not	0
report	0
any	0
significant	0
alcohol	0
or	0
illicit	0
drug	0
use	0
DRUG	0
HISTORY	0
He	0
stopped	0
using	0
drugs	0
when	0
he	0
was	0
25	0
He	0
has	0
got	0
a	0
lapse	0
but	0
he	0
was	0
more	0
than	0
10	0
years	0
and	0
he	0
has	0
been	0
clean	0
ever	0
since	0
then	0
As	0
mentioned	0
before	0
he	0
smokes	0
cigarettes	0
quite	0
heavily	0
and	0
which	0
has	0
been	0
a	0
problem	0
for	0
his	0
health	0
since	0
he	0
also	0
has	0
chronic	0
bronchitis	0
She	0
does	0
not	0
smoke	0
She	0
drinks	0
socially	0
SOCIAL	0
HISTORY	0
Patient	0
admits	0
tobacco	0
use	0
She	0
relates	0
a	0
smoking	0
history	0
of	0
40	0
pack	0
years	0
SOCIAL	0
HISTORY	0
She	0
does	0
not	0
smoke	0
or	0
drink	0
alcohol	0
Nonsmoker	0
Does	0
not	0
consume	0
alcohol	0
No	0
history	0
of	0
recreational	0
drug	0
use	0
He	0
denies	0
tobacco	0
and	0
illicit	0
drug	0
use	0
and	0
drinks	0
two	0
to	0
three	0
alcoholic	0
beverages	0
a	Frequency
day	Frequency
and	0
up	0
to	0
four	0
to	0
nine	0
per	0
week	0
SOCIAL	0
HISTORY	0
Denies	0
any	0
smoking	0
or	0
alcohol	0
SOCIAL	0
HISTORY	0
Patient	0
admits	0
alcohol	0
use	0
Drinking	0
is	0
described	0
as	0
heavy	0
Patient	0
denies	0
illegal	0
drug	0
use	0
Patient	0
denies	0
STD	0
history	0
Patient	0
denies	0
tobacco	0
use	0
SOCIAL	0
HISTORY	0
The	0
patient	0
quit	0
smoking	0
17	0
years	0
ago	0
prior	0
to	0
that	0
had	0
smoked	0
one	0
pack	0
per	0
day	0
for	0
44	0
years	0
Denies	0
any	0
alcohol	0
use	0
Denies	0
any	0
IV	0
drug	0
use	0
SOCIAL	0
HISTORY	0
Significant	0
history	0
of	0
alcohol	0
abuse	0
according	0
to	0
the	0
emergency	0
room	0
physician	0
who	0
sees	0
her	0
on	0
a	0
regular	0
basis	0
SOCIAL	0
HISTORY	0
The	0
patient	0
is	0
a	0
nonsmoker	0
SOCIAL	0
HISTORY	0
The	0
patient	0
lives	0
alone	0
in	0
an	0
apartment	0
uses	0
prior	0
to	0
sobriety	0
15	0
months	0
ago	0
He	0
was	0
a	0
binge	0
drinker	0
although	0
unable	0
to	0
provide	0
detail	0
about	0
frequency	0
of	0
binges	0
